carro_id,marca,ano,quilometragem,motor,cambio,combustivel,cor,portas,dono_unico,ipva_pago,num_revisoes,preco
C1865,Toyota,2014,196877,1.4,Manual,Gasolina,Cinza,4,Nao,Sim,11,69516
C1866,Hyundai,2011,189399,1.8,Automatico,Flex,Azul,4,Nao,Sim,0,31553
C1867,Chevrolet,2005,143779,1.4,Manual,Gasolina,Azul,4,Sim,Nao,11,21887
C1868,Volkswagen,2005,300000,1.0,Automatico,Diesel,Branco,4,Nao,Sim,6,9000
C1869,Renault,2021,61962,1.8,Manual,Gasolina,Vermelho,4,Nao,Sim,6,62229
C1870,Chevrolet,2023,20741,1.6,Manual,Flex,Branco,4,Sim,Sim,10,81736
C1871,Hyundai,2006,225519,1.0,Manual,Flex,Vermelho,4,Sim,Sim,4,15689
C1872,Volkswagen,2011,136763,1.0,Manual,Gasolina,Prata,4,Nao,Sim,7,37608
C1873,Honda,2009,48375,1.8,Manual,Flex,Branco,2,Nao,Nao,7,72890
C1874,Honda,2010,93047,1.4,Automatico,Flex,Prata,4,Nao,Sim,0,65801
C1875,Volkswagen,2022,32825,1.6,Automatico,Flex,Branco,4,Nao,Sim,10,89782
C1876,Hyundai,2015,149940,1.4,Manual,Hibrido,Vermelho,4,Nao,Sim,1,47601
C1877,Jeep,2023,11673,1.0,Manual,Flex,Azul,2,Nao,Nao,6,100795
C1878,Toyota,2008,173127,1.6,Manual,Flex,Cinza,4,Sim,Sim,5,65094
C1879,Volkswagen,2011,300000,2.0,Automatico,Gasolina,Preto,4,Sim,Sim,3,36681
C1880,Hyundai,2009,183782,2.0,Manual,Flex,Prata,4,Nao,Sim,7,30178
C1881,Renault,2020,50010,2.0,Manual,Flex,Vermelho,4,Nao,Sim,9,56803
C1882,Hyundai,2014,29057,1.0,Manual,Diesel,Azul,4,Sim,Nao,2,54046
C1883,Fiat,2010,210566,1.4,Automatico,Gasolina,Vermelho,4,Sim,Sim,4,21310
C1884,Renault,2007,0,1.8,Manual,Flex,Vermelho,2,Sim,Sim,0,32218
C1885,Fiat,2006,190153,1.4,Manual,Flex,Azul,4,Nao,Sim,1,9000
C1886,Volkswagen,2015,165793,1.4,Manual,Diesel,Vermelho,4,Nao,Sim,5,41207
C1887,Fiat,2012,91267,1.6,Manual,Gasolina,Vermelho,4,Sim,Nao,5,38364
C1888,Fiat,2013,145250,1.4,Manual,Gasolina,Vermelho,4,Nao,Sim,11,28747
C1889,Chevrolet,2016,75267,1.8,Manual,Hibrido,Branco,4,Nao,Sim,0,50636
C1890,Renault,2006,300000,1.4,Automatico,Flex,Branco,2,Nao,Nao,0,9000
C1891,Fiat,2011,224490,1.6,Automatico,Diesel,Vermelho,4,Sim,Sim,6,33801
C1892,Volkswagen,2016,103107,1.6,Manual,Flex,Cinza,4,Sim,Sim,0,62774
C1893,Fiat,2018,112135,1.4,Manual,Flex,Vermelho,4,Sim,Sim,10,51883
C1894,Chevrolet,2008,248740,1.0,Automatico,Flex,Preto,4,Nao,Nao,9,24204
C1895,Fiat,2010,300000,1.6,Manual,Flex,Branco,4,Nao,Sim,10,12937
C1896,Volkswagen,2009,74463,2.0,Automatico,Gasolina,Prata,4,Nao,Sim,8,61394
C1897,Volkswagen,2013,177783,1.4,Manual,Flex,Prata,4,Sim,Sim,6,39359
C1898,Hyundai,2018,96503,1.0,Manual,Flex,Cinza,4,Nao,Nao,1,50219
C1899,Honda,2005,300000,1.4,Automatico,Diesel,Azul,4,Sim,Sim,6,38674
C1900,Honda,2012,114772,2.0,Automatico,Gasolina,Azul,4,Nao,Nao,0,74055
C1901,Renault,2015,65716,1.6,Manual,Gasolina,Branco,4,Nao,Nao,4,38866
C1902,Volkswagen,2015,133591,1.0,Manual,Gasolina,Branco,2,Nao,Nao,6,41348
C1903,Chevrolet,2021,36235,1.4,Manual,Diesel,Azul,4,Nao,Nao,9,71076
C1904,Volkswagen,2020,41878,1.6,Manual,Flex,Cinza,4,Sim,Nao,10,74675
C1905,Chevrolet,2014,178438,2.0,Automatico,Gasolina,Preto,4,Sim,Sim,4,41317
C1906,Fiat,2019,66230,1.6,Automatico,Gasolina,Cinza,2,Nao,Sim,6,60987
C1907,Renault,2012,235362,1.4,Manual,Flex,Cinza,4,Sim,Sim,9,9843
C1908,Toyota,2013,102706,1.4,Automatico,Flex,Prata,4,Nao,Sim,9,75803
C1909,Volkswagen,2018,106995,1.6,Manual,Hibrido,Vermelho,4,Sim,Nao,3,63685
C1910,Fiat,2023,12036,1.0,Manual,Gasolina,Prata,4,Nao,Sim,0,53319
C1911,Hyundai,2010,105748,1.0,Automatico,Flex,Preto,4,Nao,Nao,4,36977
C1912,Chevrolet,2010,237222,2.0,Manual,Flex,Vermelho,4,Nao,Nao,10,34004
C1913,Honda,2012,61872,1.4,Automatico,Flex,Branco,2,Sim,Sim,9,81788
C1914,Jeep,2008,300000,1.8,Manual,Flex,Azul,2,Sim,Sim,6,66490
C1915,Jeep,2016,132606,1.0,Automatico,Gasolina,Prata,4,Sim,Sim,2,96452
C1916,Honda,2009,236106,1.0,Automatico,Flex,Preto,4,Sim,Sim,7,44789
C1917,Toyota,2021,49676,1.8,Manual,Gasolina,Vermelho,4,Nao,Sim,2,103957
C1918,Volkswagen,2021,34838,1.8,Manual,Gasolina,Azul,4,Nao,Nao,8,90925
C1919,Renault,2005,300000,1.8,Automatico,Gasolina,Prata,4,Sim,Sim,6,9000
C1920,Hyundai,2014,140961,1.0,Automatico,Flex,Azul,4,Nao,Sim,0,33639
C1921,Chevrolet,2012,129543,1.0,Manual,Flex,Preto,4,Nao,Nao,1,27963
C1922,Chevrolet,2017,93409,1.0,Manual,Flex,Branco,4,Nao,Nao,3,40307
C1923,Jeep,2020,20985,1.0,Automatico,Gasolina,Prata,2,Nao,Nao,8,105774
C1924,Fiat,2011,300000,1.6,Manual,Flex,Vermelho,4,Sim,Sim,1,9247
C1925,Hyundai,2013,30934,1.8,Automatico,Flex,Branco,4,Nao,Nao,6,65884
C1926,Volkswagen,2011,76306,1.6,Automatico,Gasolina,Branco,2,Nao,Sim,6,52234
C1927,Hyundai,2016,141629,2.0,Automatico,Flex,Branco,4,Sim,Nao,10,71778
C1928,Jeep,2009,200860,1.0,Automatico,Flex,Azul,2,Sim,Sim,0,67919
C1929,Fiat,2007,277345,1.4,Automatico,Flex,Vermelho,2,Sim,Sim,11,15968
C1930,Chevrolet,2014,209315,1.0,Automatico,Flex,Branco,2,Nao,Sim,7,32355
C1931,Renault,2013,300000,1.8,Automatico,Flex,Preto,4,Nao,Sim,6,18904
C1932,Fiat,2013,29585,1.8,Automatico,Flex,Preto,4,Nao,Sim,1,55222
C1933,Jeep,2010,268102,1.0,Manual,Gasolina,Vermelho,4,Sim,Nao,4,52520
C1934,Jeep,2023,14144,1.0,Manual,Hibrido,Vermelho,4,Nao,Nao,5,101591
C1935,Renault,2008,279794,1.6,Manual,Gasolina,Cinza,4,Sim,Nao,0,9000
C1936,Hyundai,2021,33205,1.8,Manual,Diesel,Vermelho,4,Sim,Sim,2,86044
C1937,Chevrolet,2012,139331,1.4,Automatico,Flex,Azul,4,Sim,Nao,0,44047
C1938,Honda,2011,93709,1.4,Automatico,Flex,Cinza,4,Nao,Nao,3,69328
C1939,Hyundai,2005,299186,1.0,Manual,Flex,Prata,4,Nao,Sim,1,9000
C1940,Chevrolet,2008,164716,1.0,Manual,Flex,Prata,2,Nao,Sim,11,19645
C1941,Fiat,2008,185563,1.4,Automatico,Flex,Preto,4,Nao,Sim,3,18956
C1942,Jeep,2015,80390,1.0,Automatico,Flex,Branco,4,Sim,Sim,6,101098
C1943,Honda,2023,18081,1.8,Manual,Gasolina,Branco,4,Nao,Sim,8,102466
C1944,Fiat,2018,62226,1.0,Manual,Flex,Preto,4,Sim,Sim,7,47792
C1945,Toyota,2020,8393,1.6,Automatico,Flex,Prata,4,Sim,Nao,7,114258
C1946,Fiat,2010,169156,1.0,Manual,Flex,Cinza,4,Nao,Nao,7,17379
C1947,Chevrolet,2010,173798,1.6,Manual,Gasolina,Cinza,2,Nao,Nao,4,20249
C1948,Volkswagen,2008,86604,1.0,Automatico,Gasolina,Prata,4,Nao,Nao,1,41602
C1949,Renault,2008,300000,1.4,Manual,Flex,Vermelho,4,Sim,Sim,8,9000
C1950,Renault,2020,45373,1.4,Manual,Gasolina,Preto,4,Sim,Sim,1,47061
C1951,Chevrolet,2016,119318,1.6,Manual,Gasolina,Azul,4,Sim,Nao,0,52369
C1952,Renault,2014,135981,1.4,Automatico,Flex,Prata,4,Sim,Nao,4,35325
C1953,Fiat,2017,56271,1.0,Manual,Gasolina,Branco,4,Nao,Sim,2,33832
C1954,Hyundai,2010,298091,1.0,Automatico,Flex,Vermelho,4,Nao,Sim,11,20754
C1955,Volkswagen,2012,300000,1.4,Automatico,Diesel,Prata,2,Nao,Nao,9,37673
C1956,Fiat,2015,121160,1.8,Manual,Flex,Cinza,4,Nao,Sim,8,43226
C1957,Hyundai,2011,212660,2.0,Manual,Flex,Preto,4,Sim,Nao,7,44120
C1958,Volkswagen,2010,144030,1.4,Automatico,Flex,Preto,4,Nao,Nao,9,38768
C1959,Fiat,2011,226205,2.0,Automatico,Flex,Prata,4,Sim,Sim,9,40412
C1960,Volkswagen,2008,120756,1.6,Manual,Flex,Prata,4,Sim,Sim,3,35932
C1961,Chevrolet,2010,298762,1.0,Manual,Flex,Preto,4,Nao,Sim,2,9799
C1962,Hyundai,2005,121374,1.0,Manual,Flex,Azul,4,Sim,Nao,7,9000
C1963,Renault,2008,187517,1.4,Manual,Gasolina,Cinza,4,Sim,Sim,9,11667
C1964,Toyota,2013,190568,1.6,Manual,Flex,Cinza,4,Nao,Nao,3,63868
C1965,Hyundai,2023,16589,1.4,Manual,Diesel,Preto,4,Sim,Sim,2,73618
C1966,Jeep,2005,279852,1.6,Manual,Flex,Azul,4,Nao,Nao,6,50924
C1967,Volkswagen,2021,79955,1.6,Automatico,Flex,Azul,4,Sim,Sim,6,76798
C1968,Volkswagen,2015,49235,1.0,Manual,Flex,Azul,4,Sim,Nao,8,58903
C1969,Chevrolet,2005,80485,1.8,Automatico,Flex,Cinza,4,Nao,Nao,11,37882
C1970,Jeep,2015,158064,1.8,Automatico,Flex,Azul,4,Nao,Sim,1,89421
C1971,Volkswagen,2015,0,1.6,Manual,Flex,Prata,4,Nao,Sim,10,63992
C1972,Volkswagen,2023,10876,1.6,Manual,Flex,Preto,4,Sim,Sim,9,80837
C1973,Fiat,2006,216442,1.8,Manual,Gasolina,Vermelho,4,Sim,Nao,8,21963
C1974,Chevrolet,2014,119288,1.0,Automatico,Flex,Vermelho,4,Sim,Sim,7,38157
C1975,Chevrolet,2020,94176,1.4,Automatico,Diesel,Cinza,4,Sim,Sim,3,67165
C1976,Fiat,2016,74132,1.4,Manual,Flex,Cinza,4,Sim,Sim,9,46769
C1977,Toyota,2023,12737,1.8,Manual,Diesel,Prata,4,Sim,Sim,8,115960
C1978,Chevrolet,2006,161830,1.8,Manual,Flex,Vermelho,4,Sim,Sim,11,25387
C1979,Renault,2021,30743,2.0,Manual,Gasolina,Vermelho,4,Sim,Nao,11,63142
C1980,Hyundai,2009,170121,1.6,Manual,Flex,Preto,4,Nao,Sim,1,28463
C1981,Volkswagen,2015,141600,1.6,Automatico,Gasolina,Prata,2,Sim,Sim,2,54782
C1982,Fiat,2011,137330,1.0,Manual,Gasolina,Prata,4,Sim,Nao,10,24382
C1983,Volkswagen,2018,56375,1.0,Manual,Diesel,Prata,4,Nao,Nao,8,54685
C1984,Volkswagen,2007,261886,1.4,Manual,Flex,Preto,4,Nao,Sim,8,16495
C1985,Chevrolet,2007,160563,1.0,Manual,Gasolina,Cinza,4,Nao,Sim,6,18543
C1986,Toyota,2008,258171,1.0,Manual,Flex,Preto,4,Sim,Sim,5,32752
C1987,Fiat,2007,300000,1.4,Manual,Diesel,Vermelho,4,Sim,Sim,4,9000
C1988,Renault,2017,80785,1.0,Manual,Flex,Cinza,4,Sim,Sim,0,38202
C1989,Jeep,2021,29677,2.0,Manual,Hibrido,Azul,4,Nao,Sim,8,120633
C1990,Toyota,2023,16373,1.4,Automatico,Flex,Prata,4,Nao,Nao,2,106947
C1991,Hyundai,2023,12879,1.4,Manual,Flex,Cinza,4,Nao,Sim,4,78720
C1992,Fiat,2022,0,1.6,Manual,Gasolina,Cinza,4,Sim,Sim,11,73947
C1993,Honda,2018,65621,1.6,Automatico,Gasolina,Preto,2,Nao,Sim,3,80416
C1994,Chevrolet,2014,204806,1.8,Manual,Flex,Cinza,2,Nao,Nao,5,29106
C1995,Fiat,2017,33471,1.6,Manual,Gasolina,Preto,4,Nao,Sim,2,46151
C1996,Toyota,2008,300000,1.0,Manual,Flex,Cinza,4,Sim,Sim,11,43725
C1997,Hyundai,2023,5250,2.0,Manual,Gasolina,Preto,2,Nao,Sim,1,87806
C1998,Jeep,2015,63350,1.6,Manual,Flex,Prata,4,Nao,Sim,8,104001
C1999,Chevrolet,2007,300000,1.4,Manual,Flex,Preto,2,Nao,Nao,11,18765
